ID;Математика;Информатика;Русский;Физика;Сумма баллов;Бюджет/платное;Укажите средний балл аттестата о среднем полном общем образовании (за 11 класс).;Оценка по математике:;Оценка по информатике:;Оценка по физике:;Населенный пункт;Школа;Принимали ли Вы участие в олимпиадах по математике или информатике за период с 8 класса по настоящее время?;Количество олимпиад;Количество олимпиад математика;Количество олимпиадинформатика;Количество олимпиадфизика;Если принимали, то укажите информацию об этих олимпиадах:;Отметьте факты, которые отражают Вашу подготовку для поступления в ВУЗ: / обучение в общеобразовательной школе;Отметьте факты, которые отражают Вашу подготовку для поступления в ВУЗ: / обучение в физико-математической школе;Отметьте факты, которые отражают Вашу подготовку для поступления в ВУЗ: / обучение в математическом классе (физико-математическом классе);Отметьте факты, которые отражают Вашу подготовку для поступления в ВУЗ: / обучение в ЗЕНШ СФУ (НГУ, ТГУ и т.д.);Отметьте факты, которые отражают Вашу подготовку для поступления в ВУЗ: / занятия в математическом кружке;Отметьте факты, которые отражают Вашу подготовку для поступления в ВУЗ: / обучение на дополнительных курсах по подготовке к ЕГЭ;Отметьте факты, которые отражают Вашу подготовку для поступления в ВУЗ: / занятия с репетитором;В какие вузы (не более трёх) Вы планировали поступать?;Какие направления были приоритетными при поступлении в вуз?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1387998416;82;78;80;;240;бюджет;5,0;5;5;5;Красноярский, край, г. Красноярск;;Да;5;5;0;0;"Олимпиада Саммат призер 2 место по РФ_x000D_
Всеросийская олимпиада по физике региональный этап призерОлимпиада Саммат призер 2 место по РФ_x000D_
Всеросийская олимпиада по физике региональный этап призерОлимпиада Саммат призер 2 место по РФ_x000D_
Всеросийская олимпиада по физике региональный этап призерОлимпиада Саммат призер 2 место по РФ_x000D_
Всеросийская олимпиада по физике региональный этап призерОлимпиада Саммат призер 2 место по РФ_x000D_
Всеросийская олимпиада по физике региональный этап призер";обучение в общеобразовательной школе;;;;;;;Спбгу, мгу;Математика, Прикладная математика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376823198;86;91;94;;271;бюджет;5;5;5;5;Красноярский, край, г. Красноярск;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;обучение в математическом классе (физико-математическом классе);;;;;Томский государственный университет, Сибирский федеральный университет, университет ИТМО;Прикладная математика и информатика, биоинформатика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1388846974;72;73;70;;215;бюджет;4;3;5;4;Алтайский, край, г. Бийск;;Нет;0;0;0;0;;;;;;;;занятия с репетитором;АлтГУ, СФУ;Прикладная математика и информатика, математика и компьютерные науки;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1387220902;56;50;68;;174;бюджет;4.7;4;5;4;Красноярский, край, г. Красноярск;;Да;3;1;0;0;Всероссийская олимпиада по математике;обучение в общеобразовательной школе;;;;;;занятия с репетитором;НГУ, СИБГУ;Математика и компьютерные науки, системный анализ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1387220576;90;90;80;;260;бюджет;4,5;5;5;5;Красноярский, край, г. Красноярск;;Да;2;2;0;0;Всесибирская олимпиада школьников, Олимпиада Физтех (всероссийская);обучение в общеобразовательной школе;;обучение в математическом классе (физико-математическом классе);;занятия в математическом кружке;;занятия с репетитором;СФУ, НГУ, МФТИ;Математика, Информатика, Физика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1387218666;76;75;71;;222;бюджет;4,3;4;5;4;Республика Тыва, г. Кызыл;;Нет;0;0;0;0;;;;;;;обучение на дополнительных курсах по подготовке к ЕГЭ;;МАИ, СИБГУ, СФУ;Прикладная математика и информатика, математика, фундаментальная информатика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1378679788;82;72;82;;236;бюджет;5;5;5;5;Красноярский, край, пгт. Шушенское;;Да;3;3;0;0;Олимпиада ЗЕНШ при СФУ, всероссийская олипиада по математике (районный этап);обучение в общеобразовательной школе;;;обучение в ЗЕНШ СФУ (НГУ, ТГУ и т.д.);;;занятия с репетитором;СФУ;Математика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1387329230;70;72;85;;227;бюджет;4,6;5;5;5;Красноярский, край, г. Красноярск;;Да;3;3;0;0;"Метапредметная инженерная Олимпиада всероссийская метапредметная призер_x000D_
MathCat всероссийская математика математика участник_x000D_
Кенгуру всероссийская участникМетапредметная инженерная Олимпиада всероссийская метапредметная призер_x000D_
MathCat всероссийская математика математика участник_x000D_
Кенгуру всероссийская участникМетапредметная инженерная Олимпиада всероссийская метапредметная призер_x000D_
MathCat всероссийская математика математика участник_x000D_
Кенгуру всероссийская участникМетапредметная инженерная Олимпиада всероссийская метапредметная призер_x000D_
MathCat всероссийская математика математика участник_x000D_
Кенгуру всероссийская участник";обучение в общеобразовательной школе;;;;;обучение на дополнительных курсах по подготовке к ЕГЭ;занятия с репетитором;СФУ, СибГАУ;Математика,физика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376781785;68;60;69;;197;бюджет;4,8;4;5;4;Красноярский, край, г. Красноярск;;Да;1;1;0;0;?;;обучение в физико-математической школе;;;;;;Тольку СФУ ИМиФИ;---;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376772696;64;70;61;;195;бюджет;5;5;5;5;Красноярский, край, г. Канск;;Да;6;6;0;0;В 8 классе занял 1 место в городе;обучение в общеобразовательной школе;;;;;;;ТГУ,СибГУ,СФУ;Не помню;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376763324;74;51;87;;212;бюджет;5;5;5;5;Красноярский, край, д. Георгиевка;;Да;5;5;0;0;Школьный и муниципальный этапы Всероссийской олимпиады школьников, различного рода Кенгуру, КиТ и т.д.;обучение в общеобразовательной школе;;;;;;;СФУ, СибГУ им. Решетн?ва(вариант, если бы не поступила в СФУ);3 направления ИМиФИ. Выбрать не могла;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376763218;86;84;71;;241;бюджет;4,7;5;5;4;Красноярский, край, г. Красноярск;;Да;10;10;0;0;Всероссийскся по математике, в 10ом класса дош?л до региона (участник);;обучение в физико-математической школе;обучение в математическом классе (физико-математическом классе);;;;;Планировал только в СФУ;Математика/Прикладная Математика и Информатика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376763090;74;57;73;;204;бюджет;4.5;4;5;4;Красноярский, край, г. Минусинск;;Да;1;1;0;0;Бельчонок  — позорный результат;обучение в общеобразовательной школе;;;обучение в ЗЕНШ СФУ (НГУ, ТГУ и т.д.);;;;ТУСУР,СФУ;Математика и компьютерные науки;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1386911716;80;70;60;;210;бюджет;5;5;5;5;Красноярский, край, г. Красноярск;;Да;5;5;0;0;"Бельчонок всероссийская математика победитель_x000D_
Саммат всероссийская математика призер_x000D_
Региональный этап ВСОШ всероссийская математика призерБельчонок всероссийская математика победитель_x000D_
Саммат всероссийская математика призер_x000D_
Региональный этап ВСОШ всероссийская математика призерБельчонок всероссийская математика победитель_x000D_
Саммат всероссийская математика призер_x000D_
Региональный этап ВСОШ всероссийская математика призерБельчонок всероссийская математика победитель_x000D_
Саммат всероссийская математика призер_x000D_
Региональный этап ВСОШ всероссийская математика призерБельчонок всероссийская математика победитель_x000D_
Саммат всероссийская математика призер_x000D_
Региональный этап ВСОШ всероссийская математика призерБельчонок всероссийская математика победитель_x000D_
Саммат всероссийская математика призер_x000D_
Региональный этап ВСОШ всероссийская математика призерБельчонок всероссийская математика победитель_x000D_
Саммат всероссийская математика призер_x000D_
Региональный этап ВСОШ всероссийская математика призерБельчонок всероссийская математика победитель_x000D_
Саммат всероссийская математика призер_x000D_
Региональный этап ВСОШ всероссийская математика призерБельчонок всероссийская математика победитель_x000D_
Саммат всероссийская математика призер_x000D_
Региональный этап ВСОШ всероссийская математика призерБельчонок всероссийская математика победитель_x000D_
Саммат всероссийская математика призер_x000D_
Региональный этап ВСОШ всероссийская математика призерБельчонок всероссийская математика победитель_x000D_
Саммат всероссийская математика призер_x000D_
Региональный этап ВСОШ всероссийская математика призерБельчонок всероссийская математика победитель_x000D_
Саммат всероссийская математика призер_x000D_
Региональный этап ВСОШ всероссийская математика призерБельчонок всероссийская математика победитель_x000D_
Саммат всероссийская математика призер_x000D_
Региональный этап ВСОШ всероссийская математика призер";;;обучение в математическом классе (физико-математическом классе);обучение в ЗЕНШ СФУ (НГУ, ТГУ и т.д.);занятия в математическом кружке;;;СФУ;Математика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1386833653;72;81;78;;231;бюджет;4.8;5;5;4;Красноярский, край, г. Красноярск;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;;;;обучение на дополнительных курсах по подготовке к ЕГЭ;занятия с репетитором;СФУ, СибГУ;Прикладная информатика, математика, компьютерные науки;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1386831332;70;75;72;;217;бюджет;4,7;4;5;5;Амурская, обл, г. Благовещенск;;Да;2;2;0;0;участник школьной по математике в 10-11 классе;;;;;;обучение на дополнительных курсах по подготовке к ЕГЭ;занятия с репетитором;НГУ, ДВФУ, ИКИТ;математика и компутерные науки, компьютерная инженерия, информационные технологии, администрирование систем;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1386812257;80;77;94;;251;бюджет;5;5;5;5;Красноярский, край, г. Дивногорск;;Нет;0;0;0;0;;;;;;;;занятия с репетитором;СФУ;Прикладная математика и информатика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376766381;78;75;72;;225;бюджет;4.3;4;5;4;Кемеровская, обл, г. Юрга;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;;;;;;cфу, тпу, туcур;программироавние;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1386825275;76;81;85;;242;бюджет;5,0;5;5;5;Красноярский, край, г. Красноярск;;Нет;0;0;0;0;;;;обучение в математическом классе (физико-математическом классе);;;обучение на дополнительных курсах по подготовке к ЕГЭ;;Сфу;Математика и компьютерные науки, прикладная математика и информатика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1386823826;62;68;71;;201;бюджет;4,2;4;5;4;Забайкальский, край, г. Чита;;Да;2;1;1;0;КИТ всероссийская информатика призёр, Кенгуру всероссийская математика призёр;обучение в общеобразовательной школе;;;;;;;ДВФУ, НГУ;Программная инженерия, Информационная безопасность;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1386816457;72;77;69;;218;бюджет;4.2;4;5;4;Красноярский, край, г. Красноярск;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;обучение в математическом классе (физико-математическом классе);;;;;Икит;Программный инженер;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1380450029;70;73;69;;212;бюджет;3,7;3;5;3;Красноярский, край, г. Сосновоборск;;Нет;0;0;0;0;;;;обучение в математическом классе (физико-математическом классе);;;обучение на дополнительных курсах по подготовке к ЕГЭ;;ИМиФИ, СПб ГУТ;Программная инженерия, информационная безопасность;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1387690752;62;64;66;;192;бюджет;4,6;4;5;5;Республика Хакасия, г. Саяногорск;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;обучение в математическом классе (физико-математическом классе);;;обучение на дополнительных курсах по подготовке к ЕГЭ;;ХТИ, СФУ, ТГУ;Информационная безопасность, прикладная математика и информатика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376794720;72;66;91;;229;бюджет;5;5;5;4;Красноярский, край, г. Красноярск;;Нет;0;0;0;0;;обучение в общеобразовательной школе;обучение в физико-математической школе;обучение в математическом классе (физико-математическом классе);;;;;СФУ, ТГУ;Прикладная математика и информатика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376767779;70;68;72;;210;бюджет;4,1;4;5;4;Красноярский, край, г. Красноярск;;Да;6;3;3;0;Вкошп и всош по программированию. Участник. Больше ничего не помню;обучение в общеобразовательной школе;;обучение в математическом классе (физико-математическом классе);;;обучение на дополнительных курсах по подготовке к ЕГЭ;занятия с репетитором;"СФУ,
СибГУ,
СпбГУ";Математика, программирование;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1360000009;76;66;73;;215;бюджет;4,4;4;5;4;г. Санкт-Петербург;;Да;3;2;1;0;Вкошп и всош по программированию. Участник. ;обучение в общеобразовательной школе;;;;;обучение на дополнительных курсах по подготовке к ЕГЭ;;"СФУ,

СпбГУ, ИТМО";Прикладная математика и информатика, математика и компьютерные науки, математика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1360000010;78;75;76;;229;бюджет;4,6;5;4;5;Красноярский, край, г. Красноярск;;;2;2;0;0; всероссийская информатика, город, участник;обучение в общеобразовательной школе;;;;;;занятия с репетитором;СФУ, ТГУ;Прикладная математика и информатика, математика и компьютерные науки, математика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1360000011;100;90;90;;280;бюджет;5.0;5;5;5;Красноярский, край, г. Красноярск;;Да;4;4;0;0;Объединённая международная математическая олимпиада «Формула Единства» /«Третье тысячелетие», Всероссийская олимпиада по математике;обучение в общеобразовательной школе;;;;;;;СФУ, НГУ;Прикладная математика и информатика, математика и компьютерные науки, математика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1360000012;68;72;78;;218;бюджет;4,2;4;5;4;Красноярский, край, г. Железногорск;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;;;;обучение на дополнительных курсах по подготовке к ЕГЭ;;СФУ, НГУ, СибГУ;Прикладная математика и информатика, математика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1360000013;62;81;71;;214;бюджет;4,8;5;5;5;Красноярский, край, г. Норильск;;Да;2;0;2;0;Всероссийская олимпиада школьников муниципальный этап информатика ;обучение в общеобразовательной школе;;;;;обучение на дополнительных курсах по подготовке к ЕГЭ;;СФУ, ТГУ, НГУ;Информационная безопасность, программирование, прикладная математика и информатика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1360000014;86;96;89;;271;бюджет;5.0;5;5;5;Красноярский, край, г. Красноярск;;Да;3;2;1;0; всероссийская математика и информатика, город, участник;обучение в общеобразовательной школе;;обучение в математическом классе (физико-математическом классе);;;обучение на дополнительных курсах по подготовке к ЕГЭ;;СФУ, ТГУ, НГУ;Математика и компьютерные науки, прикладная математика и информатика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1360000015;82;84;86;;252;бюджет;4,3;4;4;4;Красноярский, край, г. Красноярск;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;;;;;;;Информационная безопасность, прикладная математика и информатика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1360000016;88;72;69;;229;бюджет;4,8;5;5;5;Новосибирская, обл, г. Новосибирск;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;;;;обучение на дополнительных курсах по подготовке к ЕГЭ;;;Прикладная математика и информатика, математика и компьютерные науки, математика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
